Job ID,Job Title,Company,Reviews,Location,Experience,Salary,Posted On,Openings,Applications,Job Description,Role,Industry Type,Department,Employment Type,Role Category,Education,Key Skills
464,Full Stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,2 - 6 years,Not Disclosed,11 days ago,NA,72,"Your Role and Responsibilities
We are looking for a developer highly interested in developing an innovative, future-oriented solution that automates and simplifies the installation, configuration and testing of Linux on Z systems.

Your main duties will include design and implementation of new features, optimizing and maintaining existing code and ensuring the software meets high-quality standards through testing and debugging. You will also work closely with the customers to ensure the software meets their needs.

Step in and be part of IBM System Development Lab community, outstanding for its innovation and team spirit, offering one of the broadest project portfolios of hardware and software technologies within the IBM Corporation.

Engineers in our team work inside a highly agile development environment and are responsible for the full software development life cycle- ranging from designing and implementing of the new product features, testing for industry-leading quality assurance over to continuous product delivery as well as supporting our global customers. You should be thrilled by emerging technologies with our software products for future Mainframe and Cloud-based markets.

What you will do (Roles & Responsibilities) :
Are you interested in developing Cloud and Open Source?
Your favourite operating system is Linux? Would you like to be part of an Open Source community and do you intend to build a world class Infrastructure as a service (IAAS) software. Are you passionate about bringing in your expertise and developing your career in an International Agile development culture?If so, our team is the right place for you!
Our Linux infrastructure is responsible for providing enterprise class solution to create virtual machines on IBM Z and IBM Linux One systems to perform lifecycle operations. The software manages relationships between data centre resources like servers, Storage and network and allocate them to specific projects and users according to a role-based schema.
The product also support API Communication to integrate with the Platform as a service ( PAAS ) layer and also compatible with Ansible playbooks to automate the VM creation and lifecycle management.
The enablement of automation tool like Ansible Terraform enable customers to effortlessly bring up their environments without necessitating a deep understanding of the IBM Z platform.


Required Technical and Professional Expertise
2+ years of Working experience as a Full Stack Developer
Strong background in Software development with in-depth knowledge of Python, SQL DB, Carbon UI, SQL Alchemy, Alembic, designing REST API and working knowledge of distributed services.
Strong development skills in Openstack and its components.
Experience with React frontend (Typescript/Javascript, React, SPA, webpack, backend API consumption)
Strong Core Linux Development skills
Expert level skill in Type1/Type2 hypervisors, OS Virtualization, Process and resource Management in Operating system, network segmentation.
Good to have, C/C++ programming skills
Good to have skill in Storage and Fabric Architecture with sound working knowledge.
Strong skills in git/Gerrit, shell(ksh/bash), containers and orchestration, system monitoring, Jenkins, groovy scripts, CI/CD pipeline integration and end-to-end tests, playbooks and process automation.
Experience with deployment on OpenShift.
A Self-starter Individual with excellent problem-solving skills, able to work independently and as a part of the team.
Broad and proven know-how in database technology and practical experience in software development and agile methodology
Good Project management skills (iteration or other agile flavours, cross-team coordination, aligning with customer goals)
Good Community management skills (working with open source contributors, client outreach and other public relations)
Strong Technical leadership skills (achieving excellence through code quality and practices, architecture decisions, innovation)


Preferred Technical and Professional Expertise
2+ years of experience in python development
2+ years of UI development experience using Carbon, React.
2+ years of experience in zLinux operating systems and virtualization/hypervisor
Expert level skills in source code repository systems (e.g. git gerrit), scripting languages (e.g. Python, shell) and test Automation skills
Strong English communication skills both written and Verbal",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: Any Graduate
PG: Any Postgraduate","python development, front end, c++, c, webpack, ui development, community management, typescript, public relations, javascript"
465,Full Stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,2 - 6 years,Not Disclosed,11 days ago,NA,123,"Your Role and Responsibilities
We're a team of passionate developers building the world's leading AI-powered, cloud-native document processing solutions. Join us and collaborate with high-performing colleagues to deliver cutting-edge features in a rapidly growing market.
We're looking for a highly motivated full-stack developer with expertise in Agile methodologies and a proven track record of building enterprise-scale applications. You'll leverage your full-stack skillset, working on both front-end and back-end components to create intelligent document processing solutions. This role offers the chance to collaborate with global teams on industry-defining software solutions.

Your Role and Responsibilities
As a full-stack developer, you'll wear many hats and have a significant impact across the entire product lifecycle. You'll work on cutting-edge technologies like AI models, APIs, asynchronous job scheduling, and cloud infrastructure (databases, Kubernetes clusters, networking). You'll also be involved in setting up CI/CD pipelines to ensure smooth and efficient deployments.
This role is far beyond just coding. You'll collaborate closely with product managers to translate business needs into elegant technical solutions. You'll also work alongside talented developers to build features and share your knowledge through presentations and mentorship. We encourage a culture of continuous learning, so you'll be expected to stay ahead of the curve by exploring the latest advancements in AI and cloud technologies. Proactive problem-solving is key, so you'll identify and fix bugs, ensuring our products remain high-quality.

Required Technical and Professional Expertise
10+ years of experience with Python-based backend technologies: Fast API, Pydantic data models, concurrency with multi-processing, multi-threading, and async IO, etc.
8+ years of experience with modern UI technologies: React or Angular, Storybook, Webpack or Vite toolchain, etc.
Knowledge of AI and deep learning frameworks: PyTorch, TensorFlow, ONNX, NumPy, SciPy, etc.
Strong Leadership in full stack architecture: driving technical decisions on backend and UI technologies, performance optimizations, scalability, and security
In-depth knowledge of cloud-native application deployment: Kubernetes, load balancers, reverse proxies, HTTPS certificates, Single Sign-On, etc.


Preferred Technical and Professional Expertise
Experience in Continuous Integration and Continuous Delivery (CI/CD) and the related tools, such as Github, Jira, Jenkins, Argo CD, IBM Secure Pipelines Service.
Experience with message-based systems Kafka and/or RabbitMQ.
Experience with SQL and NoSQL databases.
Strong written and verbal communication skills.",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","python, sql, jenkins, multithreading, agile methodology, scipy, continuous integration, kubernetes, github, fullstack development, load balancing, ci/cd, numpy, rabbitmq, nosql, react.js, angular, tensorflow, webpack, kafka, pytorch, full stack, onnx, jira"
466,Full Stack Developer - Bangalore,2coms,3.9416,Bengaluru,2 - 7 years,Not Disclosed,12 days ago,NA,1701,"SUMMARY
We are seeking a talented and experienced Full Stack Developer to join our client dynamic team. The ideal candidate will have a strong foundation in both front-end and back-end development, with a passion for building robust and scalable web applications. You will be involved in all stages of the development process, from conceptualization to deployment.
Responsibilities:
Design, develop, and maintain both front-end and back-end components of web applications.
Collaborate with designers and product managers to translate UI/UX designs into functional code.
Write clean, efficient, and well-documented code.
Perform thorough testing to ensure application quality and performance.
Troubleshoot and resolve issues as they arise.
Stay up-to-date with the latest web development technologies and trends.
Preferred Qualifications:
Experience with cloud platforms (AWS, GCP, Azure).
Experience with version control systems (Git).
Knowledge of Agile development methodologies.
Experience with Zoho Catalyst (Highly desirable)
If you are a passionate Full Stack Developer with a strong desire to build exceptional web applications, we encourage you to apply.


Requirements
Requirements:
2+ years of experience as a Full Stack Developer.
Proficiency in front-end technologies such as HTML, CSS, and JavaScript.
Strong understanding of JavaScript frameworks (React, Angular, or Vue).
Experience with back-end development languages (Node.js, Python, Ruby, or Java).
Proficiency in database technologies (SQL, NoSQL).
Experience with RESTful API development.
Strong problem-solving and analytical skills.
Excellent communication and teamwork abilities.
Ability to work independently and as part of a team.",Full Stack Developer,Software Product,Engineering - Software & QA,"Full Time, Permanent",Software Development,UG: Any Graduate,"fullstack development, css, stack, analytical, zoho, vue.js, sql, react.js, java, git, gcp, end, html, communication skills, rest, development, python, microsoft azure, javascript, nosql, ruby, angular, node.js, teamwork, catalyst, database creation, full stack, front, agile, javascript frameworks, aws"
467,Full Stack Developer - Data Archiving,Johnson and Johnson Kenvue,4.232,Bengaluru,3 - 5 years,Not Disclosed,13 days ago,1,Less than 10,"Design, develop, and deploy a custom archiving solution tailored to Kenvues needs.
Architect the system to support the archival of various data types, including structured data from databases and unstructured data such as documents, emails, and multimedia files.
Implement front-end interfaces for users to interact with the archiving system, including search functionality, data retrieval, and management of archived content.
Develop back-end functionality to manage data ingestion, indexing, storage, and retrieval processes.
Integrate the archiving solution with existing systems and databases to seamlessly archive data from multiple sources.
Ensure data security, integrity, and compliance with relevant regulatory standards throughout the archiving process.
Optimize system performance, scalability, and reliability to handle large volumes of data effectively.
Collaborate with cross-functional teams, including IT operations, security, and compliance, to align archiving solutions with organizational objectives.
Create and maintain documentation for data archiving processes.
Troubleshoot and resolve data archiving issues.
Stay updated with emerging technologies and best practices in archiving, data management, and information governance.
What we are looking for
Required Qualifications
Bachelors degree in Computer Science, Engineering, or a related field.
3-5 years of professional experience as a Full Stack Developer, with a focus on developing custom solutions for data archiving or information management.
Proficiency in front-end technologies such as HTML, CSS, JavaScript
Expertise in back-end development using server-side languages and frameworks (Python).
Experience with relational databases and NoSQL databases (DynamoDB) for data storage and retrieval.
Proficiency in deploying and managing cloud services such as EC2, S3, RDS, Lambda functions, Cognito, CloudFront, API Gateway, Glue and Athena
Proficient with data extraction, transformation, and loading (ETL) processes, SQL queries and data processing with PySpark scripts.
Proficiency with any of the IaaC (Infrastructure as a Code) tools (Terraform)
Experience in BI Report development using Power BI and similar technologies.
Knowledge of data security principles
Excellent problem-solving skills and attention to detail.
Strong communication and collaboration skills, with the ability to work effectively in a team environment.
Experience working in Agile/Scrum development environments is a plus.",Software Development - Other,Retail,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: Any Graduate
PG: Any Postgraduate","Computer science, Front end, Data management, data security, Javascript, HTML, Information management, IT operations, Project delivery, Python"
468,Full Stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,6 - 11 years,Not Disclosed,14 days ago,NA,37,"watsonx Code Assistant is an exciting new offering from IBM that strives to revolutionize enterprise software development with Generative AI. We need your expertise, your motivation and your collaboration to take watsonx Code Assistant to the next level. As a full stack developer for watsonx Code Assistant, you will be responsible for designing and developing components and features for watsonx Code Assistant

Your Role and Responsibilities
As a software developer, you will be responsible for designing, coding, unit-testing, and perform FVT for new functions while rigorously adhering to the team's development processes.
You will be responsible for working in close collaboration with the development and QA team to ensure that defects found in are fixed in a timely manner. The employee will be ultimately responsible for ensuring that any shipped code is delivered on schedule and with quality.
Another duty will be to analyze and fix defects in existing products.
Be part of open, transparent agile teams who always thrive for continuous learning and contribute towards continuous improvement.
Required Technical and Professional Expertise
6+ years of experience
Python programming
Frontend development using JavaScript frameworks, React, Typescript and Node.js
IDE Plugin development- IntelliJ, VSCode and Eclipse
Microservices architecture and design
Source control management, preferably Git
Preferred Technical and Professional Expertise
Experience with AI ML models and evaluation techniques, including Large Language Models
Experience in the analysis of programming languages including parsing techniques or syntax trees
Working with SQL and No-SQL databases
Data transformation with Apache Spark and Ray
Experience with container orchestration platforms like Kubernetes and OpenShift
Knowledge of CI/CD tools like Jenkins, Travis or Tekton
Experience with Cloud Platforms i.e. IBM Cloud, AWS, Azure
Knowledge/Experience with automating infrastructure, testing, and deployments using tools like Tekton, Jenkins or Cypress.",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","python, visual studio code, react.js, node.js, javascript frameworks, kubernetes, continuous integration, ibm cloud, openshift, microsoft azure, artificial intelligence, intellij idea, eclipse, cypress, sql, git, spark, jenkins, typescript, travis, aws"
469,Full Stack Developer,Tata Consultancy Services,3.879504,"Kochi, Pune, Bengaluru",6 - 10 years,Not Disclosed,15 days ago,1,426,"Role & responsibilities
Core .NET Technologies + React
Bangalore/Kochi/Pune
4 to 10
Preferred candidate profile
Knowledge on developing, deploying and managing applications for Azure
Knowledge on Azure (Azure WebApp , API apps, Azure SQL, Azure portal)",,,,,,,"Fullstack Development, SQL/Azure, Azure WebApp, Net Core Framework"
470,Full Stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,1 - 2 years,Not Disclosed,8 days ago,NA,977,"Your Role and Responsibilities
We are looking for an experienced and motivated Full Stack Developer to join our team within the IBM Sustainability Software business unit.
You will play a key role in building responsive, enterprise-grade applications for our retail customers, utilizing the latest web development technologies and frameworks.

Key Responsibilities:
Design, develop, and maintain both frontend and backend components of large-scale enterprise applications.
Collaborate in an Agile environment to understand requirements, create innovative solutions, and ensure high-quality, scalable software delivery.
Work closely with designers and product owners to bring wireframes to life and enhance user experiences.
Conduct code reviews, participate in design discussions, and troubleshoot complex software issues.
Provide mentorship and technical guidance to the development team.


Required Technical and Professional Expertise
1-2 years of experience in frontend development (HTML, CSS, Bootstrap, JavaScript, Angular or React).
1-2 years of experience in developing enterprise applications using Java, J2EE, and related technologies.
Hands-on experience with RDBMS (Oracle, IBM DB2) or NoSQL databases (Cassandra).


Preferred Technical and Professional Expertise
Proficiency in Angular, HTML, CSS, Bootstrap
Proficiency in Java.",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","css, bootstrap, html, frontend development, angular, fullstack development, ui development, jquery, spring, react.js, java, j2ee, web development, code review, mysql, rdbms, oracle, enterprise applications, javascript, nosql, ibm db2, node.js, cassandra, full stack, agile"
471,Full Stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,12 - 15 years,Not Disclosed,9 days ago,NA,13,"Your Role and Responsibilities
Machine Learning for IBM z/OS(MLz) is a key product bringing the AI and machine learning capabilities to IBM flagship enterprise server - IBM z. It provides the capabilities for customer to train, deploy, inference and monitor AI/ML models on z/OS, and empowers transactions and applications on IBM Z to infuse trustworthy AI at scale without impact the SLA.
The MLz development team is driving the product development and delivery lifecycle with continuous delivery approach and agile practices, including roadmap, design, development, testing, delivery and technical support of the product. The MLz development team is a global team with talents in US, China and India. Now, we're hiring developers with around 12 to 15 years of experience to strengthen the capacity of the team and work together to better execute our product roadmap.

The major responsibilities include,
Work with development squads to develop and deliver quality codes to implement user stories and requirements based the design specs
Implement security engineering to ensure the deliverables are secure and compliant
Troubleshooting, debugging and fixing bugs
Create test plan and execute the test to ensure the product quality
Automate the test cases with the defined automation framework and guidelines.
Build and maintain the CI/CD infrastructure to ensure high efficiency of the team.
Engage with client facing team customers to support the product adoption
Required Technical and Professional Expertise
Rich experience on agile software development
Experience on software architecture design
Strong skills in programing with Java, Scala, Python, or
Strong skills in frontend UI development like React, Node.js
Good skills in scripting language such as bash
Good database skills in both SQL and Json
Skills in containers such as docker, Kubernetes, or Openshift
Familiar with source control tools like GitHub
Preferred Technical and Professional Expertise
z/OS and Linux skills are good plus
Data science, AI and machine learning skills are plus
Good teamwork, continuous learning spirit and growth mindset
Good communication skills.",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","python, scala, ui development, frontend ui, java, kubernetes, github, fullstack development, openshift, machine learning, artificial intelligence, docker, sql, continuous delivery, react.js, node.js, data science, linux, full stack, json, debugging, bash, agile, zos"
472,Full-Stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,5 - 7 years,Not Disclosed,10 days ago,NA,47,"Introduction


Your Role and Responsibilities
The IBM watsonx BI Assistant team is looking for a Full-stack Software Developer to join us. We build an enterprise scale, industry leading, Gen AI-based BI solution that employs AI to allow users to better understand and make better decisions from their data.
We are on a journey to modernize our product suite, moving to a cloud-first offering while adopting a micro-services architecture. We're transforming how we develop, test and deploy features through continuous integration and continuous delivery. The IBM Data & AI team is looking for you to help us on this journey.
As a full-stack developer, you will be part of a global team that builds and supports a new software as part of IBM Data & AI. From within the team, you will work using the Agile model, in a cooperative and innovative environment, interfacing with global teams. In this role:
You'll work in a dynamic, collaborative environment to understand requirements, design, code and test innovative applications, and support those applications for our highly valued customers.
You'll create products that provide a great user experience along with high performance, security, quality, and stability.
Design and code services, applications and databases that are reusable, scalable and meet critical architecture goals.
Create Application Programming Interfaces (APIs) that are clean, well-documented, and easy to use.
Design, code and support technologies that leverages AI features into our new software offering.
Support and adapt code based on feedback from customers deploying our new software offering in mission critical environments.


Required Technical and Professional Expertise
Robust experience of 5+ years in designing and developing backend development with Typescript/Javascript, Java and Python
Experience of 3+ years in Microservices development
Have knowledge in AI/ML Fundamentals
Experience Machine Learning application development.
Experience with Kubernetes and Docker.
Experience with GitHub.
Experience with both public and private cloud base application development.
Experience working in global Agile organizations.
Good verbal and written English with strong collaboration, analytical and troubleshooting skills.


Preferred Technical and Professional Expertise
Experience in development using ReactJS, NodeJS and NextJS
Experience developing enterprise scale Business Intelligence tools.
Prompt Engineering
Large Language Models, training validation, testing and deployment",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","backend development, javascript, java, troubleshooting, typescript, nextjs, kubernetes, python, github, fullstack development, artificial intelligence, docker, microservices, react.js, node.js, microservices development, agile, application programming, api, ml"
473,Full stack Developer,"IBM

Employees' choice",4.120393,Bengaluru,2 - 6 years,Not Disclosed,10 days ago,NA,104,"Your Role and Responsibilities
At IBM, we are driven to shift our technology to an as-a-service model and to help our clients transform themselves to take full advantage of the cloud. With industry leadership in AI, analytics, security, commerce, and quantum computing and with unmatched hardware and software design and industrial research capabilities, no other company is as well positioned to address the full opportunity of enterprise cloud computing. We are looking for a full stack engineer to join our IBM Cloud VPC Observability team. This team is part of VPC Cloud Services, which is a team dedicated to ensuring that the IBM Cloud is at the forefront of reliable enterprise cloud technology, from data center design to network architecture to storage and compute clusters to flexible infrastructure services. We are building Observability platforms to deliver performance, reliability and predictability for our customers' most demanding workloads, at global scale and with leadership efficiency, resiliency and security.
In this role, you will be responsible for producing and enhancing features that collect, transform, and surface data on the various components of our cloud. The ability to take in requirements on an agile basis and be able to work autonomously with high level perspective is a must. As an ideal candidate, you are someone who has repeatedly performed cloud development duties at an enterprise level. You understand cloud native concepts and have experience with highly tunable and scalable Kubernetes based cloud deployments. If you are the kind of person that enjoys not only sharing a vision but getting your hands dirty to be sure that the vision is made a reality in a fast-paced, challenging environment, then we want to talk to you!


Required Technical and Professional Expertise
Minimum of 2 years' experience with large scale cloud infrastructure deployments (Kubernetes highly preferred)
At least 2 years of experience coding and troubleshooting applications written in Go, Node.js, Express.js. Comparable experience with other modern programming languages can be substituted for Go experience.
At least 2 years of experience with micro-service development
At least 2 years' experience with no-sql database systems such as MongoDB
At least 2 years' experience with React
Proven understanding of REST principles and architecture


Preferred Technical and Professional Expertise
Experience with GraphQL
Experience with monitoring tools such as Prometheus, Sysdig, Grafana
ETL and big data experience
TypeScript",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization
PG: Any Postgraduate","application troubleshooting, golang, service development, node.js, mongodb, kubernetes, rest, fullstack development, software design, react.js, grafana, full stack, troubleshooting, prometheus, typescript, agile, graphql, etl, big data, cloud computing"
474,SAP BTP Full Stack Developer,Globant,4.0692,"Indore, Hyderabad, Pune",7 - 9 years,Not Disclosed,9 days ago,1,Less than 10,"We are a digitally native company that helps organizations reinvent themselves and unleash their potential. We are the place where innovation, design and engineering meet scale. Globant is 20 years old, NYSE listed public organization with more than 27000 employees worldwide working out of 25 countries globally. Right from:- Conceptualizing the software product, Architecting, Developing, Testing and Sustaining of the software product.

Find out more at www.globant.com

We are looking for transformative SAP Functionals to join our Enterprise Apps Studio. We help businesses transform via augmented processes and the continual enhancement of their enterprise architecture. We provide the expertise to enable organizations to take advantage of the latest in machine learning and data science platforms and services. Come be a part of the team to transform, innovate and optimize.

we are looking for SAP BTP Full Stack Developer
Location - Pune/Hyderabad/Indore/Ahmedabad/Bangalore
Experience - 7 to 8 years

Key Responsibilities:
Design and develop robust and scalable applications on the Business Technology Platform (BTP) using SAP Cloud Platform (SCP) services, such as SAP Cloud Foundry, SAP HANA, NodeJs, CAPM, SAP Fiori, and SAPUI5.
Collaborate with cross-functional teams, including business analysts, architects, and UX designers, to gather and understand business requirements and translate them into technical solutions.
Provide technical leadership and mentorship to junior developers, guiding them in best practices for application development on the BTP.
Work closely with the project management team to estimate effort, plan project timelines, and deliver high-quality solutions within defined deadlines.
Perform peer reviews, identify and resolve technical issues, and ensure adherence to coding standards and best practices.
Stay up-to-date with the latest trends and advancements in BTP technologies and recommend innovative solutions to enhance application performance and user experience.
Collaborate with infrastructure teams to ensure seamless integration of BTP applications with enterprise systems and data sources.
Document technical specifications, system designs, and development processes to ensure effective knowledge transfer and maintainability of applications.
Support the deployment and maintenance of BTP applications, including monitoring, bug fixing, and enhancement implementation.
Qualifications and Skills:
Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.
Proven experience as a Senior Developer, specializing in BTP development, with a minimum of 7 years of experience.
Strong expertise in BTP technologies, such as SAP Cloud Foundry, SAP HANA, SAP Fiori, and SAPUI5.
Proficient in programming languages like CAPM, Java, JavaScript or TypeScript, Odata services.
Knowledge of S4HANA backend standard services for various functionalities.
Knowledge of integration with Mulesoft, SAP CPI and other third party applications.
Good to have knowledge of one business process of S4HANA.
Experience with agile development methodologies and tools (e.g., Scrum, Jira, Solman).
Excellent problem-solving and analytical skills, with the ability to quickly understand complex business requirements and translate them into technical solutions.
Strong communication and interpersonal skills, with the ability to effectively collaborate with cross-functional teams.
Experience in leading and mentoring a team of developers is preferred.
SAP or SAP BTP certifications in relevant technologies would be an added advantage.

Interested candidates can share their resume on madhavi.jaju@globant.com",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,UG: Any Graduate,"cloud, sap btp, btp"
475,Full Stack Developer,Xllent Corporate Services Pvt. Ltd,2.44,Bengaluru,4 - 7 years,Not Disclosed,7 days ago,NA,171,"About the Role:
Software engineers work on small interdisciplinary teams focused on different parts of the user journey.

Fullstack engineers contribute to their teams success by building and extending secure, scalable services and exposing clear, well-tested APIs that power beautiful client applications.

Fullstack engineers design and implement end-to-end solutions, profile their systems to stay out ahead of scaling bottlenecks, and help maintain a high bar with thoughtful and constructive code reviews.
Our production systems rely on React Native, React, Node.js, TypeScript, Nestjs, GraphQL, Docker, Rails, AWS, Postgres, Redis and Redux. Our workflow is trunk-based CI/CD, and our security/compliance posture is at the highest standards of healthcare, including HIPAA, HITRUST, SOC 2, and CCPA.
We enjoy a continuous deployment DevOps culture, and take owner-operator pride in supporting our code in production with an on-call rotation. Rotations vary by team.

WHAT YOULL ACCOMPLISH
Every day, youll review 2x more PRs than you open
Every sprint, youll design and incrementally deliver meaningful, complex features
Every month, youll resolve a couple performance and scaling bottlenecks, balancing feature development with long-term tech investments to keep the platform healthy and nimble
Every quarter, youll help define the objectives and key results that will shape your teams roadmap

WHAT WE'RE LOOKING FOR
6+ years of software engineering experience with backend/platform preference
Experience with breaking up a monolithic application/services into microservices
Delivery: Ability to break big projects into small, testable pieces to consistently hit business-meaningful milestones
Domain Expertise: Experience with distributed microservices architecture built in Docker containers utilizing Node.js/Typescript and/or Ruby on Rails. Experience with React and/or React Native with Apollo client and Redux. Experience with Jest for unit testing.
Problem Solving: Business intuition that informs right-sized solutions, thoughtful trade offs, and game-changing innovation
Communication: Clear, inclusive communication with both teammates and non-technical partners
Leadership: A track record of strong ownership, initiative, tenacity, integrity, and humility
Education: Bachelor's degree in Computer Science or equivalent technical degree or equivalent experience

BONUS POINTS
Experience with AWS
Experience with Docker/Kubernetes.",Full Stack Developer,Medical Services / Hospital (Diagnostics),Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Sc in Any Specialization
PG: Any Postgraduate
Doctorate: Doctorate Not Required","React Native, Redux, GraphQL, Redis, Node.js, React, NodeJs, CCPA, HITRUST, SOC 2, Rails, Docker, Typescript, HIPAA, Postgres, AWS, Nestjs"
476,Full Stack Developer,Arcolab,3.968,Hiring office located in Bengaluru,5 - 8 years,Not Disclosed,7 days ago,1,447,"Greetings from Arcolab!

We are hiring for Neviton for a Full Stack developer!

Designation: Full Stack Developer (Angular + .NET Core)
Experience: 5-8 years
Company: Neviton
Note: Looking for a immediate joining or with notice period less than 45 days
Work Timings: 2 to 11 PM IST
Work Mode: Work from Home (. Should be ready to come to office for any discussions etc.. on need basis)
Office Location: Bangalore

Roles & Responsibilities:
>The mandatory skills are .NET Core, Angular 10 + & PostgreSQL, or SQL Server.
>Candidate should be strong in OOP (Object-oriented programming) and experience with Entity Framework.
>Candidate should be interested in the individual contributor role & willing to do 90% of the coding work.
>Should be able to do coding with minimal supervision, while writing high quality maintainable code.",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,UG: B.Tech/B.E. in Any Specialization,"Angular 10 +, .NET Core, OOP, Postgresql, Object-oriented programming"
477,Full Stack Developer,Myraa Technologies,3.79,"Chennai, Delhi / NCR, Bengaluru",1 - 4 years,Not Disclosed,7 days ago,NA,2299,"Skills:

Programming Languages: Python, JavaScript
Databases: NoSQL (MongoDB, Neo4j), SQL, Redis
Cloud Services: AWS, Azure, GCP
DevOps & CI/CD: Docker, Kubernetes, Jenkins
Web Development: HTML, CSS, Bootstrap, modern JavaScript libraries
Data Handling: Pandas, RESTful APIs, GraphQL
Version Control: Git (GitHub, Bitbucket)
Algorithms & Data Structures

Responsibilities include:

Develop and maintain scalable, high-performance web applications that integrate AI and blockchain technologies.
Design, code, and deploy end-to-end applications with a focus on security, reliability, and performance.
Solve complex problems by designing and implementing efficient algorithms and data structures.
Follow and contribute to the companys agile project management practices, including sprints and iterative development.
Collaborate with cross-functional teams to define and build new features and system architectures.
Stay up-to-date with the latest technologies and best practices, continuously learning to maintain a competitive edge.
Lead and participate in DevOps activities, including containerization (Docker/Kubernetes) and cloud infrastructure management (AWS, Azure, GCP).
Manage and maintain code repositories, ensuring best practices in version control using Git.
Work with modern Python and JavaScript frameworks (e.g., Django, Flask, React, Angular) to build responsive and dynamic user interfaces.
Ensure seamless integration of front-end and back-end components, maintaining a cohesive and user-friendly experience across all devices.
Location: Delhi NCR,Bangalore,Chennai,Pune,Kolkata,Ahmedabad,Mumbai,Hyderabad",Full Stack Developer,Internet (E-Commerce),Engineering - Software & QA,"Full Time, Permanent",Software Development,"UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization
PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization
Doctorate: Doctorate Not Required","Full Stack Development, Jenkins, DevOps, NoSQL, Neo4j, Docker, Data Structures, GraphQL, CI/CD, MongoDB, RESTful APIs, Kubernetes"
478,Full Stack Developer,Tecnotree,3.1144,Bengaluru,7 - 10 years,Not Disclosed,12 days ago,1,83,"Roles & Responsibilities
• Responsible for supporting entire application lifecycle including Concept, Design, Develop, Test, Release and Support. • Works on problems of relatively complex scope through general usage of standard programming concepts and principles and application of own judgement. • Ability to be able to build PoC of use cases/features/user journeys on top of the standard product deployed for selling additional value to customers • Produce fully functional web applications writing clean code. Conduct unit and UI tests to identify malfunctions. • Analyze and Prototype an application with minimum requirements and guidance. • Understanding and implementation of security and data protection. • Strong experience on advanced JavaScript libraries and frameworks such as React JS / Angular JS, Node JS, Webpack, BREW and Grunt • Proficient experience on back-end programming languages (Java, Springboot)

Skill Set
Hands on Experience in Node JS, Java Script (Express JS, LoopBack)
Experience in working on ReactJS (preferably) or AngularJS
Experience in working on TypeScript (in Java Script)
Hands on experience on MySQL and Mongo DB or Cassandra
Front and back-end application development using Express JS or Loopback framework
Experience in development of enterprise applications preferably in ecommerce domain
Experience in Git and debugging tools.
Quick learner with strong initiative & Technical Team Leadership capabilities. Works well in a team environment and alone.
Strong English written and verbal communication skills.
Has ability to adapt to the changing needs of a project.
Has ability to meet deadlines.
A willingness to undertake foreign travel where necessary.
Multicultural working experience,
Proven capability in MS Excel with respect to Test Planning and tracking

Experience & work Requirements
Education - BE/BTEC/MCA/MSc
4 to 7 Years of relevant experience
5+ years in Application development is required for this role
Node JS / Express JS 4 years
React JS 2 years
TypeScript – 1 year",Full Stack Developer,IT Services & Consulting,Engineering - Software & QA,"Full Time, Permanent",Software Development,UG: B.Tech/B.E. in Any Specialization,"Javascript, Node.Js, React.Js"
